transaction_id,user_id,timestamp_utc,amount_aed,currency,payment_method,device_type,browser,merchant_category,items_count,avg_item_price,shipping_city,billing_city,shipping_billing_match,ip_address,ip_risk_score,card_present,bin_country,card_age_days,card_country_match,email_domain,user_prev_chargebacks,user_is_high_risk,user_account_age_days,transactions_last_24h,transactions_last_1h,local_hour,odd_hour,is_fraud,fraud_flag_ip,fraud_flag_mismatch,fraud_flag_velocity,fraud_flag_new_account,fraud_flag_prev_cb,fraud_flag_odd_hour,data_source
500097268,1023425,2024-01-01T00:55:59Z,68.65,AED,card,mobile,Chrome,Electronics,2,34.33,Abu Dhabi,Abu Dhabi,1,49.2.247.8,43.1,0,AE,636,1,gmail.com,0,0,1498,0,0,4,1,0,0,0,0,0,0,1,synthetic:ecom-fraud-uae-v1
500004465,1020328,2024-01-01T01:12:06Z,130.39,AED,card,mobile,Samsung Internet,Home & Furniture,3,43.46,Doha,Doha,1,37.131.108.66,58.7,0,SA,122,0,gmail.com,0,1,566,0,0,5,1,0,0,0,0,0,0,1,synthetic:ecom-fraud-uae-v1
500010415,1020467,2024-01-01T01:20:12Z,112.4,AED,paypal,mobile,Safari,Groceries,3,37.47,Mumbai,Mumbai,1,37.1.27.90,36.4,0,IN,1083,0,icloud.com,0,0,1054,0,0,5,1,0,0,0,0,0,0,1,synthetic:ecom-fraud-uae-v1
500025112,1005607,2024-01-01T01:25:16Z,108.15,AED,card,desktop,Chrome,Fashion,2,54.08,Ajman,Ajman,1,18.36.100.251,3.7,1,AE,356,1,hotmail.com,1,1,647,0,0,5,1,0,0,0,0,0,1,1,synthetic:ecom-fraud-uae-v1
500027348,1015237,2024-01-01T01:28:31Z,42.23,AED,card,desktop,Chrome,Electronics,2,21.12,Dubai,Dubai,1,5.16.190.37,62.7,0,EG,295,0,gmail.com,0,0,1716,0,0,5,1,0,0,0,0,0,0,1,synthetic:ecom-fraud-uae-v1
500063831,1024603,2024-01-01T01:37:28Z,1.72,AED,card,desktop,Chrome,Sports,2,0.86,Dubai,Dubai,1,5.162.134.56,32.6,0,AE,122,1,gmail.com,0,0,-121,0,0,5,1,0,0,0,0,1,0,1,synthetic:ecom-fraud-uae-v1
500094194,1001593,2024-01-01T01:43:49Z,107.81,AED,apple_pay,desktop,Chrome,Sports,2,53.9,Dubai,Dubai,1,5.2.73.22,38.9,0,AE,673,1,hotmail.com,0,0,602,0,0,5,1,0,0,0,0,0,0,1,synthetic:ecom-fraud-uae-v1
500057995,1021541,2024-01-01T01:46:57Z,142.98,AED,card,mobile,Chrome,Toys,3,47.66,Umm Al Quwain,Umm Al Quwain,1,99.211.101.39,44.9,0,AE,975,1,gmail.com,0,0,-209,0,0,5,1,1,0,0,0,1,0,1,synthetic:ecom-fraud-uae-v1
500029640,1003372,2024-01-01T01:47:28Z,90.43,AED,google_pay,desktop,Firefox,Toys,1,90.43,Sharjah,Sharjah,1,37.246.8.206,10.6,0,AE,974,1,yahoo.com,0,0,-92,0,0,5,1,0,0,0,0,1,0,1,synthetic:ecom-fraud-uae-v1
500079286,1026068,2024-01-01T01:57:15Z,266.07,AED,card,desktop,Firefox,Digital Goods,1,266.07,Ajman,Ajman,1,37.84.21.240,16.4,0,AE,364,1,gmail.com,0,0,1669,0,0,5,1,0,0,0,0,0,0,1,synthetic:ecom-fraud-uae-v1
500077442,1006491,2024-01-01T02:18:57Z,9.8,AED,card,mobile,Chrome,Digital Goods,4,2.45,Karachi,Karachi,1,89.247.221.178,11.9,0,AE,64,1,gmail.com,0,0,1218,0,0,6,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500077225,1009602,2024-01-01T02:24:26Z,80.26,AED,card,mobile,Safari,Electronics,2,40.13,Ajman,Ajman,1,89.149.245.150,10.0,0,PK,105,0,yahoo.com,0,0,491,0,0,6,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500097128,1022926,2024-01-01T02:26:21Z,60.64,AED,card,desktop,Edge,Home & Furniture,2,30.32,Abu Dhabi,Karachi,0,200.84.213.178,50.4,0,AE,697,1,yahoo.com,0,0,777,0,0,6,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500058947,1016092,2024-01-01T02:29:03Z,33.63,AED,card,mobile,Edge,Fashion,3,11.21,Umm Al Quwain,Umm Al Quwain,1,213.157.89.165,0.0,0,AE,667,1,outlook.com,0,0,1710,0,0,6,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500058112,1014237,2024-01-01T02:34:15Z,414.07,AED,card,desktop,Chrome,Groceries,2,207.04,Abu Dhabi,Abu Dhabi,1,225.122.10.117,45.1,0,SA,1081,0,gmail.com,0,0,-10,0,0,6,0,0,0,0,0,1,0,0,synthetic:ecom-fraud-uae-v1
500065659,1020518,2024-01-01T02:36:32Z,122.42,AED,paypal,desktop,Chrome,Groceries,2,61.21,Karachi,Karachi,1,89.194.210.169,44.4,0,US,745,0,yahoo.com,0,0,1329,0,0,6,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500012316,1026628,2024-01-01T02:43:38Z,111.61,AED,card,desktop,Safari,Electronics,1,111.61,Dubai,Dubai,1,103.218.2.238,37.5,0,IN,1433,0,gmail.com,0,0,1334,0,0,6,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500037230,1014664,2024-01-01T02:52:39Z,2069.55,AED,card,desktop,Safari,Fashion,1,2069.55,Manama,Fujairah,0,100.26.165.54,33.8,0,AE,439,1,outlook.com,0,0,1719,0,0,6,0,0,0,1,0,0,0,0,synthetic:ecom-fraud-uae-v1
500015303,1015959,2024-01-01T03:02:04Z,33.01,AED,card,mobile,Chrome,Groceries,3,11.0,Doha,Doha,1,171.242.62.246,44.3,0,IN,449,0,gmail.com,0,0,836,0,0,7,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500056376,1009752,2024-01-01T03:12:17Z,99.3,AED,bank_transfer,desktop,Chrome,Electronics,2,49.65,Dubai,Dubai,1,1.147.233.196,49.6,0,AE,556,1,icloud.com,0,0,660,0,0,7,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500023631,1022228,2024-01-01T03:13:46Z,51.7,AED,card,mobile,Chrome,Home & Furniture,1,51.7,Riyadh,Riyadh,1,37.26.31.189,60.7,0,AE,565,1,hotmail.com,0,0,1768,0,0,7,0,1,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500009153,1012698,2024-01-01T03:14:02Z,159.94,AED,card,desktop,Samsung Internet,Digital Goods,2,79.97,Sharjah,Fujairah,0,103.61.151.169,38.1,0,IN,373,0,gmail.com,0,0,-117,0,0,7,0,0,0,1,0,1,0,0,synthetic:ecom-fraud-uae-v1
500031619,1013535,2024-01-01T03:21:00Z,10.18,AED,google_pay,desktop,Safari,Home & Furniture,1,10.18,Dubai,Dubai,1,18.93.114.248,43.1,0,US,243,0,icloud.com,0,1,-160,0,0,7,0,0,0,0,0,1,0,0,synthetic:ecom-fraud-uae-v1
500048882,1011363,2024-01-01T03:27:38Z,10.73,AED,bank_transfer,desktop,Chrome,Fashion,3,3.58,Abu Dhabi,Abu Dhabi,1,244.73.73.103,32.1,0,AE,409,1,icloud.com,0,0,830,0,0,7,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500016930,1027141,2024-01-01T03:36:58Z,62.81,AED,google_pay,mobile,Firefox,Electronics,3,20.94,Dubai,Dubai,1,177.122.129.56,47.0,0,GB,229,0,gmail.com,0,0,857,0,0,7,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500050157,1028333,2024-01-01T03:40:06Z,144.22,AED,google_pay,mobile,Chrome,Toys,2,72.11,Abu Dhabi,Abu Dhabi,1,89.110.204.86,29.0,0,AE,384,1,gmail.com,0,0,35,0,0,7,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500057655,1006229,2024-01-01T03:40:33Z,58.17,AED,card,mobile,Safari,Digital Goods,2,29.08,Abu Dhabi,Abu Dhabi,1,62.110.134.3,61.7,0,AE,599,1,gmail.com,1,1,543,0,0,7,0,0,0,0,0,0,1,0,synthetic:ecom-fraud-uae-v1
500075797,1018764,2024-01-01T03:45:20Z,14.37,AED,card,tablet,Chrome,Electronics,2,7.18,Ajman,Ajman,1,52.59.79.79,42.8,0,PK,487,0,yahoo.com,0,0,115,0,0,7,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500026762,1011499,2024-01-01T03:51:04Z,28.42,AED,google_pay,desktop,Chrome,Fashion,3,9.47,Abu Dhabi,Abu Dhabi,1,18.119.35.248,18.3,0,IN,379,0,outlook.com,0,0,1714,0,0,7,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500005661,1003614,2024-01-01T03:54:25Z,233.61,AED,card,desktop,Chrome,Electronics,3,77.87,Ras Al Khaimah,Ras Al Khaimah,1,89.77.222.129,30.0,0,US,123,0,gmail.com,0,0,318,0,0,7,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500029867,1009065,2024-01-01T03:56:33Z,9.04,AED,google_pay,mobile,Edge,Electronics,3,3.01,Mumbai,Mumbai,1,103.166.82.7,14.4,0,AE,1223,1,gmail.com,1,1,-150,0,0,7,0,0,0,0,0,1,1,0,synthetic:ecom-fraud-uae-v1
500037432,1002760,2024-01-01T03:58:42Z,319.22,AED,google_pay,desktop,Safari,Beauty,4,79.81,Fujairah,Fujairah,1,37.64.181.111,36.6,0,EG,662,0,yahoo.com,0,0,468,0,0,7,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500025737,1006673,2024-01-01T04:00:24Z,70.65,AED,card,desktop,Chrome,Beauty,2,35.33,Mumbai,Mumbai,1,103.127.97.13,19.4,0,AE,1222,1,gmail.com,0,0,-360,0,0,8,0,1,0,0,0,1,0,0,synthetic:ecom-fraud-uae-v1
500050591,1027169,2024-01-01T04:10:03Z,44.65,AED,paypal,mobile,Firefox,Toys,2,22.32,Dubai,Dubai,1,213.116.203.135,28.9,0,US,983,0,gmail.com,0,0,1430,0,0,8,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500081445,1010244,2024-01-01T04:10:36Z,226.68,AED,bank_transfer,desktop,Firefox,Digital Goods,3,75.56,Abu Dhabi,Abu Dhabi,1,37.78.19.185,25.4,0,IN,901,0,gmail.com,0,0,1655,0,0,8,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500020285,1000464,2024-01-01T04:22:09Z,52.84,AED,card,mobile,Safari,Sports,1,52.84,Karachi,Karachi,1,213.235.121.70,26.6,0,AE,599,1,gmail.com,0,0,1435,0,0,8,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500096920,1012411,2024-01-01T04:23:29Z,263.92,AED,card,mobile,Chrome,Digital Goods,2,131.96,Sharjah,Sharjah,1,37.251.244.5,28.6,0,EG,514,0,icloud.com,0,0,1047,0,0,8,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500014946,1018275,2024-01-01T04:26:37Z,369.6,AED,card,desktop,Chrome,Groceries,3,123.2,Dubai,Dubai,1,18.202.209.65,43.1,0,AE,327,1,mailinator.com,0,0,-204,0,0,8,0,0,0,0,0,1,0,0,synthetic:ecom-fraud-uae-v1
500068568,1008190,2024-01-01T04:31:54Z,49.79,AED,card,tablet,Safari,Fashion,3,16.6,Dubai,Dubai,1,62.254.35.90,51.3,0,EG,986,0,hotmail.com,0,0,-160,0,0,8,0,0,0,0,0,1,0,0,synthetic:ecom-fraud-uae-v1
500024623,1014645,2024-01-01T04:40:01Z,401.92,AED,card,mobile,Chrome,Sports,1,401.92,Dubai,Dubai,1,16.21.21.86,43.0,0,AE,59,1,gmail.com,0,0,102,0,0,8,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500061234,1013036,2024-01-01T04:40:03Z,118.55,AED,card,tablet,Safari,Home & Furniture,2,59.28,Sharjah,Sharjah,1,3.196.46.61,51.8,0,IN,648,0,gmail.com,0,0,35,0,0,8,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500094045,1009064,2024-01-01T04:50:00Z,142.76,AED,card,mobile,Safari,Fashion,1,142.76,Cairo,Ajman,0,103.202.216.44,26.6,0,EG,968,0,gmail.com,0,0,793,0,0,8,0,1,0,1,0,0,0,0,synthetic:ecom-fraud-uae-v1
500066163,1010774,2024-01-01T04:51:12Z,73.59,AED,paypal,mobile,Safari,Digital Goods,3,24.53,Ajman,Dubai,0,79.193.156.35,28.7,0,AE,879,1,yahoo.com,0,0,1111,0,0,8,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500079815,1009894,2024-01-01T04:52:56Z,259.61,AED,card,desktop,Chrome,Fashion,2,129.8,Fujairah,Fujairah,1,5.90.63.87,40.6,0,AE,274,1,gmail.com,0,0,1801,0,0,8,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500001556,1000603,2024-01-01T04:57:51Z,38.2,AED,card,mobile,Chrome,Fashion,3,12.73,Doha,Doha,1,79.145.8.53,33.9,0,AE,575,1,mailinator.com,0,0,-94,0,0,8,0,0,0,0,0,1,0,0,synthetic:ecom-fraud-uae-v1
500068265,1027589,2024-01-01T05:01:57Z,44.02,AED,card,mobile,Chrome,Electronics,3,14.67,Dubai,Dubai,1,18.249.227.161,10.7,0,AE,947,1,gmail.com,0,0,-187,0,0,9,0,0,0,0,0,1,0,0,synthetic:ecom-fraud-uae-v1
500024966,1006583,2024-01-01T05:03:03Z,512.46,AED,card,desktop,Safari,Toys,3,170.82,Abu Dhabi,Abu Dhabi,1,18.85.17.152,29.3,0,AE,278,1,gmail.com,0,0,1710,0,0,9,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500041853,1024602,2024-01-01T05:04:14Z,59.78,AED,paypal,desktop,Chrome,Home & Furniture,2,29.89,Abu Dhabi,Abu Dhabi,1,18.76.4.22,40.2,0,AE,1799,1,gmail.com,0,0,1006,0,0,9,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500072827,1020169,2024-01-01T05:11:52Z,112.38,AED,card,mobile,Chrome,Groceries,4,28.1,Dubai,Dubai,1,204.50.124.193,51.6,0,GB,266,0,outlook.com,0,0,146,0,0,9,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500031098,1008044,2024-01-01T05:13:13Z,22.36,AED,card,mobile,Safari,Home & Furniture,1,22.36,Dubai,Dubai,1,79.16.82.187,30.6,0,US,348,0,gmail.com,0,0,-77,0,0,9,0,0,0,0,0,1,0,0,synthetic:ecom-fraud-uae-v1
500045070,1006017,2024-01-01T05:16:15Z,89.3,AED,apple_pay,desktop,Chrome,Electronics,1,89.3,Dubai,Dubai,1,97.194.205.95,53.8,0,AE,741,1,gmail.com,0,0,1004,0,0,9,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500017395,1001821,2024-01-01T05:27:03Z,51.34,AED,card,desktop,Chrome,Electronics,1,51.34,Karachi,Doha,0,84.30.249.255,56.7,0,AE,305,1,gmail.com,0,0,831,0,0,9,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500075313,1016624,2024-01-01T05:27:10Z,400.31,AED,card,mobile,Chrome,Sports,2,200.16,Ras Al Khaimah,Ras Al Khaimah,1,181.154.223.10,46.6,0,AE,178,1,hotmail.com,0,0,1723,0,0,9,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500061445,1004043,2024-01-01T05:32:03Z,60.8,AED,card,mobile,Chrome,Digital Goods,2,30.4,Abu Dhabi,Abu Dhabi,1,89.16.45.233,30.1,0,AE,718,1,outlook.com,0,0,556,0,0,9,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500067169,1018518,2024-01-01T05:51:40Z,39.35,AED,card,desktop,Safari,Electronics,1,39.35,Dubai,Dubai,1,89.0.145.191,44.7,0,EG,695,0,gmail.com,0,0,1274,0,0,9,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500012360,1021401,2024-01-01T05:59:33Z,47.25,AED,paypal,mobile,Firefox,Digital Goods,2,23.62,Mumbai,Mumbai,1,62.13.51.164,33.9,0,AE,550,1,gmail.com,0,0,1612,0,0,9,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500028108,1022089,2024-01-01T06:07:34Z,607.55,AED,card,desktop,Safari,Digital Goods,2,303.77,Cairo,Karachi,0,89.78.141.65,40.2,0,EG,638,0,gmail.com,0,0,1484,0,0,10,0,0,0,1,0,0,0,0,synthetic:ecom-fraud-uae-v1
500098888,1005045,2024-01-01T06:09:13Z,35.56,AED,card,desktop,Chrome,Digital Goods,1,35.56,Dubai,Dubai,1,156.214.100.61,58.5,0,AE,34,1,gmail.com,0,0,872,0,0,10,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500003373,1019140,2024-01-01T06:19:33Z,123.39,AED,bank_transfer,desktop,Firefox,Home & Furniture,2,61.7,Karachi,Karachi,1,79.254.157.217,18.0,0,GB,902,0,gmail.com,0,0,259,0,0,10,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500035076,1004446,2024-01-01T06:20:33Z,18.79,AED,bank_transfer,mobile,Chrome,Pharmacy,1,18.79,Mumbai,Mumbai,1,62.11.168.192,49.3,0,SA,358,0,gmail.com,0,0,1414,0,0,10,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500013622,1015162,2024-01-01T06:26:41Z,68.52,AED,card,mobile,Safari,Toys,2,34.26,Dubai,Dubai,1,79.83.95.152,22.1,0,IN,101,0,outlook.com,0,0,1692,0,0,10,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500067999,1003447,2024-01-01T06:26:49Z,39.51,AED,card,mobile,Safari,Digital Goods,1,39.51,Dubai,Dubai,1,62.163.189.94,45.3,0,IN,701,0,gmail.com,0,0,-84,0,0,10,0,0,0,0,0,1,0,0,synthetic:ecom-fraud-uae-v1
500045524,1002603,2024-01-01T06:29:29Z,30.48,AED,card,desktop,Safari,Electronics,2,15.24,Dubai,Sharjah,0,79.230.231.187,24.6,0,AE,434,1,gmail.com,0,0,-97,0,0,10,0,0,0,0,0,1,0,0,synthetic:ecom-fraud-uae-v1
500036826,1008584,2024-01-01T06:30:55Z,190.96,AED,card,desktop,Safari,Fashion,3,63.65,Umm Al Quwain,Umm Al Quwain,1,229.116.42.26,50.3,0,IN,732,0,hotmail.com,0,0,674,0,0,10,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500098794,1023246,2024-01-01T06:36:26Z,338.06,AED,card,mobile,Edge,Groceries,1,338.06,Dubai,Dubai,1,176.193.30.194,58.1,0,PK,82,0,gmail.com,0,0,750,0,0,10,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500074345,1021294,2024-01-01T06:38:10Z,79.1,AED,card,mobile,Edge,Electronics,2,39.55,Sharjah,Sharjah,1,2.88.73.178,64.3,0,US,999,0,icloud.com,0,0,542,0,0,10,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500051828,1003184,2024-01-01T06:40:07Z,70.12,AED,card,mobile,Chrome,Groceries,2,35.06,Ras Al Khaimah,Ras Al Khaimah,1,37.76.82.98,20.3,0,AE,865,1,gmail.com,0,0,52,0,0,10,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500059650,1003641,2024-01-01T06:42:53Z,477.22,AED,card,desktop,Firefox,Sports,4,119.3,Abu Dhabi,Abu Dhabi,1,89.193.213.144,44.4,0,IN,1169,0,gmail.com,0,0,518,0,0,10,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500038648,1008675,2024-01-01T06:48:04Z,59.75,AED,card,mobile,Chrome,Electronics,2,29.88,Dubai,Fujairah,0,213.7.94.150,43.1,0,AE,269,1,yahoo.com,0,0,1777,0,0,10,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500002169,1013375,2024-01-01T06:51:24Z,113.39,AED,card,mobile,Safari,Home & Furniture,3,37.8,Dubai,Dubai,1,125.14.83.198,71.5,0,AE,262,1,gmail.com,0,0,132,0,0,10,0,0,1,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500001241,1023383,2024-01-01T07:14:20Z,50.58,AED,bank_transfer,mobile,Chrome,Groceries,1,50.58,Dubai,Dubai,1,89.202.191.144,32.7,0,AE,13,1,gmail.com,0,1,-285,0,0,11,0,0,0,0,0,1,0,0,synthetic:ecom-fraud-uae-v1
500023220,1023571,2024-01-01T07:34:27Z,61.93,AED,apple_pay,desktop,Safari,Beauty,1,61.93,Cairo,Cairo,1,103.49.28.253,36.9,0,AE,873,1,gmail.com,0,0,1329,0,0,11,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500036095,1024199,2024-01-01T07:43:22Z,93.57,AED,paypal,desktop,Chrome,Electronics,2,46.78,Karachi,Karachi,1,79.146.153.197,5.8,0,AE,584,1,hotmail.com,0,0,231,0,0,11,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500017835,1005273,2024-01-01T07:59:19Z,12.09,AED,card,mobile,Chrome,Electronics,2,6.04,Sharjah,Sharjah,1,87.136.251.174,100.0,0,AE,825,1,gmail.com,0,0,1008,0,0,11,0,0,1,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500069163,1024182,2024-01-01T08:14:30Z,64.26,AED,apple_pay,mobile,Chrome,Toys,1,64.26,Mumbai,Mumbai,1,37.203.5.97,27.5,0,IN,388,0,outlook.com,0,0,911,0,0,12,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500039112,1021150,2024-01-01T08:16:47Z,434.06,AED,bank_transfer,desktop,Firefox,Electronics,1,434.06,Karachi,Karachi,1,18.161.203.225,10.2,0,AE,151,1,yahoo.com,0,0,427,0,0,12,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500002537,1007824,2024-01-01T08:19:49Z,271.87,AED,card,desktop,Chrome,Home & Furniture,1,271.87,Ajman,Ajman,1,185.180.104.188,30.8,0,AE,1213,1,gmail.com,0,0,926,0,0,12,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500010421,1000021,2024-01-01T08:23:53Z,175.53,AED,google_pay,desktop,Chrome,Pharmacy,2,87.76,Sharjah,Sharjah,1,213.180.143.245,22.3,0,AE,231,1,outlook.com,0,0,595,0,0,12,0,0,0,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
500037358,1006804,2024-01-01T08:25:08Z,459.87,AED,card,desktop,Safari,Home & Furniture,5,91.97,Dubai,Dubai,1,126.250.138.46,100.0,0,GB,214,0,gmail.com,0,0,125,0,0,12,0,1,1,0,0,0,0,0,synthetic:ecom-fraud-uae-v1
